source,detention_facility_code,name,address_full,address,city,state,latitude,longitude,zip,n_codings
team-geocoding,WVNCENT,North Central Regional Jail,"1 Lois Lane, Greenwood, WV 26415",#1 Lois Lane,Greenwood,WV,39.28078206,-80.85362371,26415,2
team-geocoding,MONTGTX,Montgomery County Jail,"1 Criminal Justice Dr, Conroe, TX 77301",1 Criminal Justice Dr,Conroe,TX,30.33538411,-95.45239176,77301,2
team-geocoding,SPMHOLD,Bishop Henry Whipple Federal Bldg,"1 Federal Drive, Suite 1640, Fort Snelling, MN 55111","1 Federal Drive, Suite 1640",Fort Snelling,MN,44.89410469,-93.19490987,55111,2
team-geocoding,UCHRVIL,Uchicago Medicine Ingalls Memorial,"1 Ingalls Dr, Harvey, IL 60426",1 Ingalls Dr,Harvey,IL,41.60722401,-87.659354,60426,2
team-geocoding,WVWESTR,Western Regional Jail,"1 O'Hanlon Place, Barboursville, WV 25504",1 O'hanlon Place,Barboursville,WV,38.418957,-82.29305146,25504,2
team-geocoding,BAKERFL,Baker County Detention Center,"1 Sheriff's Office Drive, Macclenny, FL 32063",1 Sheriff's Office Drive,Macclenny,FL,30.29585011,-82.12157801,32063,2
team-geocoding,BOPBER,"Federal Correctional Institution - Berlin, NH","1 Success Loop Rd, Berlin, NH 03570",1 Success Loop Rd,Berlin,NH,44.52185389,-71.13753068,3570,2
team-geocoding,MONMONJ,Monmouth County Jail,"1 Waterworks Road, Freehold, NJ 07728",1 Waterworks Road,Freehold,NJ,40.26693384,-74.28671933,7728,2
team-geocoding,NASTRNY,Nassau County ICE Trailer,"100 Carman Avenue, East Meadow, NY 11554",100 Carman Avenue,East Meadow,NY,40.73516338,-73.55269653,11554,2
team-geocoding,NASSANY,Nassau County Correctional Center,"100 Carman Avenue, East Meadow, NY 11554",100 Carman Avenue,East Meadow,NY,40.73516338,-73.55269653,11554,2
team-geocoding,SUFFONY,Suffolk County Correctional Facility,"100 Center Drive, Riverhead, NY 11901",100 Center Drive,Riverhead,NY,40.91445158,-72.67250986,11901,2
team-geocoding,CHMCINY,Courthouse Usm Cntl Islip,"100 Federal Plaza, Central Islip, NY 11722",100 Federal Plaza,Central Islip,NY,40.75988623,-73.1914954,11722,3
hold,CIPHOLD,Central Islip Hold Room,"100 Federal Plaza, Central Islip, NY 11722",100 Federal Plaza,Central Islip,NY,40.75927388,-73.19042741,11722,2
team-geocoding,BFLHPNY,Buffalo General Hospital,"100 High Street, Buffalo, NY 14203",100 High Street,Buffalo,NY,42.90083971,-78.86576317,14203,2
team-geocoding,BAYAMPR,Bayamon Hospital,"100 Laurel Avenue, Bayamon, PR 00956",100 Laurel Avenue,Bayamon,PR,18.36788498,-66.15406202,956,2
team-geocoding,BTSHOMI,Corewell Health Gr Hospital-Butterworth,"100 Michigan St NE, Grand Rapids, MI 49503",100 Michigan St NE,Grand Rapids,MI,42.9701578,-85.66538389,49503,2
hold,GSCHOLD,Glenwood Springs Hold Room,"100 Midland Avenue Suite 210, Glenwood Springs, Co 81601",100 Midland Avenue Suite 210,Glenwood Springs,CO,39.55820977,-107.3583702,81601,2
team-geocoding,CARROMD,Carroll County Detention Center,"100 North Court Street, Westminister, MD 21157",100 North Court Street,Westminister,MD,39.57217427,-76.98695782,21157,2
team-geocoding,CASPSAC,Csp-Sacramento,"100 Prison Road, Represa, CA 95671",100 Prison Road,Represa,CA,38.7034219,-121.1604177,95671,2
team-geocoding,ABRXSPA,Abraxas Academy Detention Center,"1000 Academy Drive, Morgantown, PA 19543",1000 Academy Drive,Morgantown,PA,40.19181355,-75.91580532,19543,2
team-geocoding,BOPPOL,Pollock US Penitentiary,"1000 Airbase Rd, Pollock, LA 71467",1000 Airbase Rd,Pollock,LA,31.46885281,-92.43743997,71467,2
new,CBPORIL,CBP O'Hare Airport Terminal 5 BC Ext,"1000 Bessie Coleman Drive, Chicago, IL 60666",1000 Bessie Coleman Drive,Chicago,IL,41.9747326,-87.89089245,60666,2
team-geocoding,OKDBACK,Diamondback Correctional Facility,"1000 Diamondback Road, Watonga, OK 73772",1000 Diamondback Road,Watonga,OK,35.88435594,-98.39742583,73772,2
team-geocoding,XXDIAMO,Diamondback Correctional Facility,"1000 Diamondback Road, Watonga, OK 73772",1000 Diamondback Road,Watonga,OK,35.88435594,-98.39742583,73772,2
hold,BOSHOLD,Boston Hold Room,"1000 District Avenue, Burlington, Ma 01803",1000 District Avenue,Burlington,MA,42.48263463,-71.20887224,1803,2
team-geocoding,WEBCOTX,Webb County Jail,"1000 San Agustin Ave, Laredo, TX 78040",1000 San Agustin Ave,Laredo,TX,27.50796861,-99.50523886,78040,2
team-geocoding,PHELSMO,Phelps Health Hospital,"1000 W 10th St, Rolla, MO 65401",1000 W 10th St,Rolla,MO,37.952848,-91.78592,65401,2
team-geocoding,WVSCENT,South Central Regional Jail,"1001 Centre Way, Charleston, WV 25309",1001 Centre Way,Charleston,WV,38.31099591,-81.71028615,25309,2
team-geocoding,OGCMCCA,Orange County Global Medical Center,"1001 N Tustin Ave, Santa Ana, CA 92705",1001 N Tustin Ave,Santa Ana,CA,33.75444975,-117.8333278,92705,3
team-geocoding,MWASHVA,Mary Washington Hospital,"1001 Sam Perry Blvd, Fredericksburg, VA 22401",1001 Sam Perry Blvd,Fredericksburg,VA,38.31104067,-77.48360637,22401,2
team-geocoding,RGRNDTX,Rio Grande Processing Center,"1001 San Rio Blvd, Laredo, TX 78046",1001 San Rio Blvd,Laredo,TX,27.37771898,-99.49008,78046,2
team-geocoding,CCAHUTX,T Don Hutto Detention Center,"1001 Welch Street, Taylor, TX 76574",1001 Welch Street,Taylor,TX,30.56495908,-97.41997489,76574,2
team-geocoding,MRYHOMO,Mercy Hospital South,"10010 Kennerly Road, Saint Louis, MO 63128",10010 Kennerly Road,Saint Louis,MO,38.50735372,-90.38026964,63128,2
team-geocoding,FLGLRFL,Flagler County Jail,"1002 Justice Ln, Bunnell, FL 32110",1002 Justice Ln,Bunnell,FL,29.45239462,-81.2561631,32110,2
team-geocoding,ANSGHTX,Anson General Hospital,"101 Avenue J, Anson, TX 79501",101 Avenue J,Anson,TX,32.76791074,-99.89514243,79501,2
hold,CHIHOLD,Chicago Hold Room,"101 Ida B. Wells Drive 4th Floor, Chicago, Il 60605",101 Ida B. Wells Drive 4th Floor,Chicago,IL,41.875346,-87.63100498,60605,2
team-geocoding,BOURBKY,Bourbon County Detention Center,"101 Legion Rd, Paris, KY 40361",101 Legion Rd,Paris,KY,38.22415834,-84.24592753,40361,2
team-geocoding,VICTOTX,Victoria County Jail,"101 North Glass Street, Victoria, TX 77901",101 North Glass Street,Victoria,TX,28.80026713,-97.0083268,77901,2
team-geocoding,HENDRFL,Hendry County Jail,"101 South Bridge Street, Labelle, FL 33935",101 South Bridge Street,Labelle,FL,26.76036583,-81.43670544,33935,2
team-geocoding,HLFRJVA,B R R J Halifax,"1010 Blue Ridge Lane, Halifax, VA 24558",1010 Blue Ridge Lane,Halifax,VA,36.76491657,-78.92995941,24558,2
hold,BLGHOLD,Bowling Green Hold Room,"1013 Morgan Town Road, Bowling Green, Ky 42101",1013 Morgan Town Road,Bowling Green,KY,36.98860961,-86.48029272,42101,2
team-geocoding,CIBOGNM,Cibola General Hospital,"1016 E Roosevelt Avenue, Grants, NM 87020",1016 E Roosevelt Avenue,Grants,NM,35.16199028,-107.8271994,87020,3
team-geocoding,HRLGNTX,Harlingen Police Department,"1018 Fair Park Boluverd, Harlingen, TX 78550",1018 Fair Park Boluverd,Harlingen,TX,26.20035,-97.70541599,78550,2
team-geocoding,SUTMCCA,Sutter Medical Center Sacramento,"1020 29th St #450, Sacramento, CA 95816",1020 29th St #450,Sacramento,CA,38.57280314,-121.4685018,95816,2
team-geocoding,MYOMKMN,Mayo Clinic Health Sys - Mankato,"1025 Marsh Street, Mankato, MN 56001",1025 Marsh Street,Mankato,MN,44.1638442,-93.98340045,56001,2
team-geocoding,AGMDCCA,Anaheim Global Medical Center,"1025 S Anaheim Blvd, Anaheim, CA 92805",1025 S Anaheim Blvd,Anaheim,CA,33.81984189,-117.9092551,92805,2
team-geocoding,UPSLHIA,Unity Point Health St Lukes Hospital,"1026 A Ave Ne, Cedar Rapids, IA 52402",1026 A Ave Ne,Cedar Rapids,IA,41.98538438,-91.6604823,52402,2
team-geocoding,VTDCORR,VT Department of Corrections,"103 South Main Street, Waterbury, VT 05676",103 South Main Street,Waterbury,VT,44.33372564,-72.75238596,5676,2
hold,RMKHOLD,Roanoke Sub-Office Hold Room,"103 West Main Street, Salem, Va 24153",103 West Main Street,Salem,VA,37.29251479,-80.06117989,24153,4
team-geocoding,DSMCNTX,Dsmc - Del Sol Medical Center,"10301 Gatewy Blvd W, El Paso, TX 79925",10301 Gatewy Blvd W,El Paso,TX,31.75681802,-106.349896,79925,4
team-geocoding,BARTOGA,Bartow County Jail,"104 Zena Dr, Cartersville, GA 30121",104 Zena Dr,Cartersville,GA,34.19115492,-84.77817847,30121,2
team-geocoding,ADLNTCA,Adelanto ICE Processing Center,"10400 Rancho Road, Adelanto, CA 92301",10400 Rancho Road,Adelanto,CA,34.55993666,-117.4388741,92301,2
team-geocoding,STELHOH,St Elizabeth Youngstown Hospital,"1044 Belmont Avenue, Youngstown, OH 44501",1044 Belmont Avenue,Youngstown,OH,41.11381376,-80.65611397,44501,2
team-geocoding,CADESVI,Desert View Annex,"10450 Rancho Road, Adelanto, CA 92301",10450 Rancho Road,Adelanto,CA,34.55929649,-117.4367633,92301,2
team-geocoding,HARRIMS,Harrison Detention Center,"10451 Larkin Smith Dr, Gulfport, MS 39503",10451 Larkin Smith Dr,Gulfport,MS,30.43920191,-89.0546797,39503,2
team-geocoding,CHTHMGA,Chatham County Jail,"1050 Carl Griffin Drive, Savannah, GA 31405",1050 Carl Griffin Drive,Savannah,GA,32.06669031,-81.16763009,31405,2
team-geocoding,HDHSPNV,Henderson Hospital,"1050 West Galleria Drive, Henderson, NV 89011",1050 West Galleria Drive,Henderson,NV,36.07266562,-115.0306285,89011,2
team-geocoding,DENVECO,Denver County Jail,"10500 East Smith Road, Denver, CO 80239",10500 East Smith Road,Denver,CO,39.76797683,-104.8651715,80239,2
team-geocoding,MAVERTX,Tom Bowles Detention Center,"1051 Balboa Jones Boulevard, Eagle Pass, TX 78852",1051 Balboa Jones Boulevard,Eagle Pass,TX,28.71941236,-100.4599412,78852,2
hold,BHMHOLD,Birmingham Hold Room,"107 Frankfurt Circle, Birmingham, Al 35211",107 Frankfurt Circle,Birmingham,AL,33.43680991,-86.86572565,35211,2
team-geocoding,KINNETX,Kinney County Jail,"109 North Street, Brackettville, TX 78832",109 North Street,Brackettville,TX,29.31147722,-100.4178534,78832,2
team-geocoding,ALAMCNC,Alamance County Detention Center,"109 South Maple Street, Graham, NC 27253",109 South Maple Street,Graham,NC,36.06825389,-79.40362386,27253,2
hold,ALBHOLD,Albany Hold Room,"11 Old Stonebreak Road, Ballston Spa, Ny 12020",11 Old Stonebreak Road,Ballston Spa,NY,42.96526272,-73.78813707,12020,2
team-geocoding,MAHONOH,Mahoning County Justice Center,"110 Fifth Avenue, Youngstown, OH 44503",110 Fifth Avenue,Youngstown,OH,41.10426589,-80.65505886,44503,2
team-geocoding,PIERCND,Pierce County Jail,"110 Industrial Rd, Rugby, ND 58368",110 Industrial Rd,Rugby,ND,48.37359648,-99.97755087,58368,2
team-geocoding,HASHENE,Hall County Department of Corrections,"110 Public Safety Drive, Grand Island, NE 68801",110 Public Safety Drive,Grand Island,NE,40.92663446,-98.32841385,68801,2
team-geocoding,ORANGNY,Orange County Correctional Facility,"110 Wells Farm Road, Goshen, NY 10924",110 Wells Farm Road,Goshen,NY,41.40424843,-74.36062667,10924,2
team-geocoding,CCAFLAZ,Central Arizona Florence Correctional Center,"1100 Bowling Road, Florence, AZ 85132",1100 Bowling Road,Florence,AZ,33.0440833,-111.3717718,85132,2
team-geocoding,NATROWY,Natrona County Detention Center,"1100 Bruce Lane, Casper, WY 82601",1100 Bruce Lane,Casper,WY,42.86303117,-106.3448629,82601,2
team-geocoding,PRSHANM,Presbyterian Hospital Abq,"1100 Central Ave Se, Albuquerque, NM 87106",1100 Central Ave Se,Albuquerque,NM,35.08206426,-106.6345973,87106,2
team-geocoding,KCOJFOK,Kay County Detention Center,"1101 West Dry Road, Newkirk, OK 74647",1101 West Dry Road,Newkirk,OK,36.86793116,-97.06958376,74647,2
team-geocoding,LAPAZAZ,LA Paz County Adult Detention Facility,"1109 W Arizona Ave, Parker, AZ 85344",1109 W Arizona Ave,Parker,AZ,34.14590002,-114.2901,85344,4
team-geocoding,CARDFVA,Caroline Detention Facility,"11093 Sw Lewis Memorial Dr, Bowling Green, VA 22427",11093 Sw Lewis Memorial Dr,Bowling Green,VA,38.11157798,-77.26714497,22427,2
team-geocoding,BMCSATX,Baptist Medical Center,"111 Dallas Street, San Antonio, TX 78205",111 Dallas Street,San Antonio,TX,29.4336342,-98.49266839,78205,2
team-geocoding,DALCOTX,Dallas County Jail - Lew Sterrett Justice Center,"111 West Commerce Street, Dallas, TX 75202",111 West Commerce Street,Dallas,TX,32.7778,-96.8155,75202,2
team-geocoding,PKMEDIN,Parkview Regional Medical Center,"11109 Parkview Plaza Drive, Fort Wayne, IN 46845",11109 Parkview Plaza Drive,Fort Wayne,IN,41.18690098,-85.10086799,46845,2
team-geocoding,BANHOAZ,Banner University Medical Phoenix,"1111 E McDowell Rd 11th Floor, Phoenix, AZ 85006",1111 E McDowell Rd 11th Floor,Phoenix,AZ,33.46461231,-112.0596058,85006,2
team-geocoding,MDLNDNE,Chi Health Midlands Hospital,"11111 S 84th St, Papillion, NE 68046",11111 S 84th St,Papillion,NE,41.13572389,-96.04030382,68046,2
hold,KANHOLD,Kansas City Hold Room,"11125 N. Ambassador Drive Suite 100, Kansas City, Mo 64153",11125 N. Ambassador Drive Suite 100,Kansas City,MO,39.29576362,-94.68077337,64153,2
team-geocoding,IMPCOCA,Imperial County Jail,"1115 N Imperial Ave, El Centro, CA 92243",1115 N Imperial Ave,El Centro,CA,32.80312376,-115.5690025,92243,2
team-geocoding,ECC,El Centro Service Processing Center,"1115 North Imperial Avenue, El Centro, CA 92243",1115 North Imperial Avenue,El Centro,CA,32.80276824,-115.5696689,92243,2
team-geocoding,HARDJIA,Hardin County Jail,"1116 14th Avenue, Eldora, IA 50627",1116 14th Avenue,Eldora,IA,42.36007804,-93.09753119,50627,2
team-geocoding,BOPRAE,McRae Women's Facility,"112 Jim Hammock Dr, McRae-Helena, GA 31055",112 Jim Hammock Dr,McRae-Helena,GA,32.05030227,-82.8719057,31055,2
team-geocoding,WVNORTH,Northern Regional Jail,"112 Northern Regional Correctional Dr, Moundsville, WV 26041",112 Northern Regional Correctional Dr,Moundsville,WV,39.90936738,-80.7294205,26041,2
new,NATJVWY,Natrona County Juvenile Detention Center,"1120 Bruce Lane, Casper, WY 82601",1120 Bruce Lane,Casper,WY,42.86404709,-106.3452345,82601,2
team-geocoding,CHSRHTX,Christus Santa Rosa Hospital - Medical,"11212 State Highway 151, San Antonio, TX 78251",11212 State Highway 151,San Antonio,TX,29.46614798,-98.69730904,78251,2
team-geocoding,LLUMCCA,Loma Linda University Medical Center,"11234 Anderson Street, Loma Linda, CA 92354",11234 Anderson Street,Loma Linda,CA,34.04942561,-117.2643765,92354,2
team-geocoding,PINEPLA,Pine Prairie ICE Processing Center,"1133 Hampton Dupre Road, Pine Prairie, LA 70576",1133 Hampton Dupre Road,Pine Prairie,LA,30.78908899,-92.42276602,70576,2
team-geocoding,MHSOSTX,Methodist Hospital Stone Oak,"1139 E Sonterra Blvd, San Antonio, TX 78258",1139 E Sonterra Blvd,San Antonio,TX,29.61617248,-98.47462324,78258,2
hold,PHIHOLD,Phi District Office,"114 North 8th Street 3rd Floor, Philadelphia, Pa 19107",114 North 8th Street 3rd Floor,Philadelphia,PA,39.95393216,-75.15308298,19107,2
hold,LASHOLD,Las Cruces Hold Room,"1140 Commerce Drive Ste. B, Las Cruces, Nm 88011",1140 Commerce Drive Ste. B,Las Cruces,NM,32.34740306,-106.7627481,88011,2
team-geocoding,WASHIAR,Washington County Detention Center,"1155 West Clydesdale Drive, Fayetteville, AR 72701",1155 West Clydesdale Drive,Fayetteville,AR,36.03353592,-94.17746959,72701,2
team-geocoding,STCLAMI,St Clair County Jail,"1170 Michigan Road, Port Huron, MI 48060",1170 Michigan Road,Port Huron,MI,42.94230557,-82.47943808,48060,4
team-geocoding,SNDCOCA,San Diego County Jail,"1173 Front St, San Diego, CA 92101",1173 Front St,San Diego,CA,32.71749456,-117.164272,92101,2
team-geocoding,NYGREAC,Great Meadow C F,"11739 Ny-22, Comstock, NY 12821",11739 Ny-22,Comstock,NY,43.45731043,-73.43266846,12821,2
team-geocoding,CKHOSFL,HCA Florida Kendall Hospital,"11750 Sw 40th Street, Miami, FL 33175",11750 Sw 40th Street,Miami,FL,25.7308993,-80.38543608,33175,2
team-geocoding,HASKLTX,Rolling Plains Detention Center,"118 County Road 206, Haskell, TX 79521",118 County Road 206,Haskell,TX,33.17676916,-99.72180031,79521,3
team-geocoding,THHHBTX,Texas Health Hurguley Hospital,"11801 South Fwy I-35w, Burleson, TX 76028",11801 South Fwy I-35w,Burleson,TX,32.58679189,-97.31691369,76028,2
hold,BOIHOLD,Boise Hold Room,"1185 S. Vinnell Way, Boise, Id 83709",1185 S. Vinnell Way,Boise,ID,43.59423563,-116.2871064,83709,2
team-geocoding,RADDFGA,Robert A Deyton Detention Facility,"11866 Hastings Bridge Rd, Lovejoy, GA 30250",11866 Hastings Bridge Rd,Lovejoy,GA,33.4341803,-84.30835519,30250,2
hold,SALHOLD,Salisbury Hold Room,"119 W. Naylor Mill Road Suite 11, Salisbury, Md 21801",119 W. Naylor Mill Road Suite 11,Salisbury,MD,38.41088137,-75.57154924,21801,2
team-geocoding,GREENMO,Greene County Jail,"1199 N Haseltine Road, Springfield, MO 65802",1199 N Haseltine Road,Springfield,MO,37.22469887,-93.38645019,65802,2
team-geocoding,WVSOUTH,Southern Regional Jail,"1200 Airport Rd, Beaver, WV 25813",1200 Airport Rd,Beaver,WV,37.7710578,-81.11611223,25813,2
team-geocoding,AHGRFND,Altru Hospital Grand Forks,"1200 S Columbia Rd, Grand Forks, ND 58201",1200 S Columbia Rd,Grand Forks,ND,47.91064662,-97.06872998,58201,2
team-geocoding,LPZRHAZ,LA Paz Regional Hospital,"1200 West Mohave Road, Parker, AZ 85344",1200 West Mohave Road,Parker,AZ,34.13640135,-114.2853361,85344,2
team-geocoding,BELCOTX,Bell County Jail,"1201 Huey Rd, Belton, TX 76513",1201 Huey Rd,Belton,TX,31.03740252,-97.48836687,76513,2
team-geocoding,LRKBHFL,Larkin Behavioral Health Svcs,"1201 N 37th Ave, Hollywood, FL 33021",1201 N 37th Ave,Hollywood,FL,26.02102602,-80.18071597,33021,2
team-geocoding,HICOJFL,Hillsborough County Jail,"1201 North Orient Road, Tampa, FL 33619",1201 North Orient Road,Tampa,FL,27.95903699,-82.37143098,33619,2
team-geocoding,AKKETCH,Ketchikan Regional Correctional Institution,"1201 Schoenbar Road, Ketchikan, AK 99901",1201 Schoenbar Road,Ketchikan,AK,55.34834118,-131.6493069,99901,2
team-geocoding,CNTRHWA,Confluence Health Hospital,"1201 South Miller Street, Wenatchee, WA 98801",1201 South Miller Street,Wenatchee,WA,47.40723098,-120.3215965,98801,2
team-geocoding,CSLLFTX,Chi St Luke's H M Lufkin,"1201 W Frank Ave, Lufkin, TX 75904",1201 W Frank Ave,Lufkin,TX,31.33659801,-94.74156698,75904,3
team-geocoding,SARPYNE,Sarpy County Department of Corrections,"1206 Golden Gate Drive, Papillion, NE 68046",1206 Golden Gate Drive,Papillion,NE,41.14082176,-96.04167677,68046,2
team-geocoding,PRLDCTX,Prairieland Detention Facility,"1209 Sunflower Lane, Alvarado, TX 76009",1209 Sunflower Lane,Alvarado,TX,32.42141338,-97.19582779,76009,4
hold,PRLHOLD,Prairieland Suboffice Hold Room,"1209 Sunflower Ln, Alvarado, Tx 76009",1209 Sunflower Ln,Alvarado,TX,32.42141903,-97.19583542,76009,2
team-geocoding,UVALDTX,Uvalde County Jail,"121 E Nopal, Uvalde, TX 78801",121 E Nopal,Uvalde,TX,29.21130057,-99.78564569,78801,2
team-geocoding,LYOLAIL,Loyola Center For Health,"1211 W Roosevelt Rd, Maywood, IL 60153",1211 W Roosevelt Rd,Maywood,IL,41.86430301,-87.84693697,60153,2
team-geocoding,UVACVVA,Uva Univ Hospital Center,"1215 Lee St, Charlottesville, VA 22908",1215 Lee St,Charlottesville,VA,38.0310571,-78.49851008,22908,2
team-geocoding,EPLTATX,El Paso Ltac Hospital,"1221 N Cotton St, El Paso, TX 79902",1221 N Cotton St,El Paso,TX,31.7837106,-106.4741601,79902,2
team-geocoding,MLPHHMI,Mclaren Port Huron Hospital,"1221 Pine Grove Avenue, Port Huron, MI 48060",1221 Pine Grove Avenue,Port Huron,MI,42.98666671,-82.42971605,48060,3
hold,STLHOLD,St Louis Hold Room,"1222 Spruce Street Room 100, St. Louis, Mo 63103",1222 Spruce Street Room 100,St. Louis,MO,38.6241972,-90.20048871,63103,2
team-geocoding,CACHEUT,Cache County Jail,"1225 West Valley View (200 North), Logan, UT 84321",1225 West Valley View (200 North),Logan,UT,41.73712224,-111.8657437,84321,2
hold,GRFHOLD,Grand Forks Hold Room,"124 N. 6th Street, Grand Forks, Nd 58203",124 N. 6th Street,Grand Forks,ND,47.92424139,-97.0352467,58203,2
team-geocoding,MHNSATX,Methodist Hospital Northeast,"12412 Judson Rd, Live Oak, TX 78233",12412 Judson Rd,Live Oak,TX,29.55248942,-98.34807671,78233,2
team-geocoding,LBRTYFL,Liberty County Jail,"12422 NW Revell Road, Bristol, FL 32321",12422 NW Revell Road,Bristol,FL,30.43397638,-84.96868605,32321,2
hold,DENHOLD,Denver Hold Room,"12445 East Caley Avenue, Centennial, Co 80111",12445 East Caley Avenue,Centennial,CO,39.60151617,-104.8449951,80111,2
team-geocoding,GEAUGOH,Geauga County Jail,"12450 Merritt Road, Chardon, OH 44024",12450 Merritt Road,Chardon,OH,41.50465415,-81.19159051,44024,2
team-geocoding,SALEMNJ,Salem County Correctional Facility,"125 Cemetery Road, Woodstown, NJ 08098",125 Cemetery Road,Woodstown,NJ,39.63012411,-75.35691527,8098,2
team-geocoding,CODCCSP,Colo Department of Corrections,"1250 Academy Park Loop, Colorado Springs, CO 80910",1250 Academy Park Loop,Colorado Springs,CO,38.81475392,-104.7586109,80910,2
hold,SEAHOLD,Seattle Field Office Hold Room,"12500 Tukwila International Boulevard 4th Floor, Seattle, Wa 98168",12500 Tukwila International Boulevard 4th Floor,Seattle,WA,47.49050762,-122.2911876,98168,2
team-geocoding,EPSSFTX,El Paso Soft Sided Facility,"12501 Gateway Blvd S, El Paso, TX 79934",12501 Gateway Blvd S,El Paso,TX,31.97015456,-106.3720369,79934,3
team-geocoding,ELPCOTX,El Paso County Jail (TX),"12501 Montana Ave, El Paso, TX 79938",12501 Montana Ave,El Paso,TX,31.81069299,-106.254221,79938,3
hold,HOUHOLD,Houston Field Office Hold Room,"126 Northpoint Drive, Houston, Tx 77060",126 Northpoint Drive,Houston,TX,29.93757547,-95.40639406,77060,2
team-geocoding,UCHUHCO,UCHealth University of Colorado Hospital,"12605 E 16th Ave, Aurora, CO 80045",12605 E 16th Ave,Aurora,CO,39.74248973,-104.8416914,80045,2
team-geocoding,UMEMCNY,United Memorial Medical Center,"127 North St, Batavia, NY 14020",127 North St,Batavia,NY,43.00508142,-78.17659681,14020,2
team-geocoding,GLADEFL,Glades County Detention Center,"1297 East Sr 78, Moore Haven, FL 33471",1297 East Sr 78,Moore Haven,FL,26.838751,-81.124787,33471,2
team-geocoding,PUTMAFL,Putnam County Jail,"130 Orie Griffin Blvd, Palatka, FL 32177",130 Orie Griffin Blvd,Palatka,FL,29.66833365,-81.66179215,32177,2
team-geocoding,EHDLGTX,East Hidalgo Detention Center,"1300 E Hwy 107, La Villa, TX 78562",1300 E Hwy 107,La Villa,TX,26.29458408,-97.91891532,78562,3
team-geocoding,WVSWEST,Southwestern Regional Jail,"1300 Gaston Caperton Dr, Holden, WV 25625",1300 Gaston Caperton Dr,Holden,WV,37.80522495,-82.09571942,25625,2
team-geocoding,SAUKCWI,Sauk County Sheriff,"1300 Lange Ct., Baraboo, WI 53913",1300 Lange Ct.,Baraboo,WI,43.46156929,-89.7672744,53913,2
team-geocoding,BOPLVN,Federal Correctional Institution Leavenworth,"1300 Metropolitan, Leavenworth, KS 66048",1300 Metropolitan,Leavenworth,KS,39.32984997,-94.93635042,66048,3
team-geocoding,AFRC,Artesia Family Residential Center,"1300 W. Richey Avenue, Artesia, NM 88210",1300 W. Richey Avenue,Artesia,NM,32.85731048,-104.4129082,88210,3
team-geocoding,PWHOSFL,Palms West Hospital,"13001 Southern Blvd, Loxahatchee, FL 33470",13001 Southern Blvd,Loxahatchee,FL,26.68372799,-80.25255064,33470,2
team-geocoding,QUEMCHI,Queen's Medical Center,"1301 Punchbowl St, Honolulu, HI 96813",1301 Punchbowl St,Honolulu,HI,21.30787998,-157.8539078,96813,2
team-geocoding,MVMCMAZ,HonorHealth Four Peaks Medical Center,"1301 S Crismon Rd, Mesa, AZ 85209",1301 S Crismon Rd,Mesa,AZ,33.39161121,-111.6111617,85209,2
team-geocoding,CVREGVA,Central VA Regional Jail,"13021 James Madison Hwy, Orange, VA 22960",13021 James Madison Hwy,Orange,VA,38.22745369,-78.11670861,22960,4
hold,JAXHOLD,Jacksonville Sub-Office,"13077 Veveras Drive, Jacksonville, Fl 32258",13077 Veveras Drive,Jacksonville,FL,30.13257185,-81.51262118,32258,2
team-geocoding,GLEPDCA,Glendale Police Department,"131 North Isabel Street, Glendale, CA 91206",131 North Isabel Street,Glendale,CA,34.147493,-118.249203,91206,3
team-geocoding,CULPEVA,Culpeper County Adult Detention Center,"131 W. Cameron St., Culpeper, VA 22701",131 W. Cameron St.,Culpeper,VA,38.47401868,-77.99675084,22701,2
team-geocoding,MHMSATX,Methodist Hospital Metropolitan,"1310 Mccullough Ave, San Antonio, TX 78212",1310 Mccullough Ave,San Antonio,TX,29.44118508,-98.49100232,78212,3
team-geocoding,POTTRTX,Potter County Jail,"13100 NE 29th Ave, Amarillo, TX 79111",13100 NE 29th Ave,Amarillo,TX,35.24127386,-101.6666629,79111,2
team-geocoding,DOUGLWI,Douglas County Jail,"1316 N 14th St, Superior, WI 54880",1316 N 14th St,Superior,WI,46.72168099,-92.09838796,54880,3
team-geocoding,ROCKIIL,Rock Island County Jail,"1317 3rd Avenue, Rock Island, IL 61201",1317 3rd Avenue,Rock Island,IL,41.50908189,-90.58091119,61201,2
team-geocoding,IRWINGA,Irwin County Detention Center,"132 Cotton Drive, Ocilla, GA 31774",132 Cotton Drive,Ocilla,GA,31.57992901,-83.25533301,31774,2
team-geocoding,UHGMCOH,Univ Hospital Geauga Medical Center,"13207 Ravenna Rd, Chardon, OH 44024",13207 Ravenna Rd,Chardon,OH,41.50878585,-81.18971573,44024,2
team-geocoding,LACKAPA,"Lackawana Cnty Jail, PA","1371 North Washington Avenue, Scranton, PA 18509",1371 North Washington Avenue,Scranton,PA,41.42272461,-75.64816981,18509,2
team-geocoding,STJOSCO,Saint Joseph Hospital,"1375 E 19th Ave, Denver, CO 80218",1375 E 19th Ave,Denver,CO,39.74613845,-104.9714791,80218,2
team-geocoding,BOPVIM,Federal Correctional Institution Victorville,"13777 Air Expy, Victorville, CA 92394",13777 Air Expy,Victorville,CA,34.5654,-117.3647,92394,2
team-geocoding,MADISNY,Madison County Jail,"138 North Court Street, Wampsville, NY 13163",138 North Court Street,Wampsville,NY,43.0797876,-75.7065087,13163,3
