idnInmate	Strcity	Strcode	Strdescription	datCreatedOn	datModifiedOn	blnActive
160	BAL	MCJ	MARYLAND CORRECTIONAL INSTITUTION AT JESSUP	2003-08-10 11:23:16.927		1
161	BAL	MCT	MARYLAND CORRECTIONAL TRAINING CENTER	2003-08-10 11:23:16.927		1
162	BAL	MCW	MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN	2003-08-10 11:23:16.927		0
163	BAL	MHC	MARYLAND HOUSE OF CORRECTIONS	2003-08-10 11:23:16.927		0
164	BAL	MMG	MOUNT MCGREGOR CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
165	BAL	MOE	MID-ORANGE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
166	BAL	MOH	MOHAWK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
167	BAL	MOR	MORIAH SHOCK INCARCERATION FACILITY	2003-08-10 11:23:16.927		0
168	BAL	MRD	MARYLAND RECEPTION AND CLASSIFICATION CENTER	2003-08-10 11:23:16.927		1
169	BAL	MST	MID-STATE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
3260	BAL	MTC	MARYLAND TRANSIT CENTER (MTC)                     	2005-09-25 13:03:01.640		1
170	BAL	OGB	OGDENSBURG CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
171	BAL	ONE	ONEIDA CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
172	BAL	ORL	ORLEANS CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
173	BAL	OTI	OTISVILLE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
174	BAL	PAR	PARKSIDE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
175	BAL	PAT	PATUXENT INSTITUTION	2003-08-10 11:23:16.927		0
176	BAL	PET	PETERSBURG FEDERAL CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
177	BAL	PGC	PRINCE GEORGE'S CO. DETENTION CENTER	2003-08-10 11:23:16.927		1
178	BAL	POW	POWHATAN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
179	BAL	QUE	QUEENSBORO CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
180	BAL	RIK	RIKERS	2003-08-10 11:23:16.927		0
181	BAL	RIV	RIVERVIEW CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
182	BAL	ROC	ROCHESTER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
183	BAL	ROX	ROXBURY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		1
184	BAL	S10	SCI GRATERFORD/ NEW ADMIN. PERSONNEL OFFICE	2003-08-10 11:23:16.927		1
185	BAL	S11	SCI FRACKVILLE	2003-08-10 11:23:16.927		0
186	BAL	S12	SCI-GREENSBURG	2003-08-10 11:23:16.927		0
187	BAL	S13	SCI LAUREL HIGHLANDS	2003-08-10 11:23:16.927		0
188	BAL	S14	SCI-CAMBRIDGE SPRINGS	2003-08-10 11:23:16.927		1
189	BAL	S15	SCI-HOUTZDALE	2003-08-10 11:23:16.927		0
190	BAL	S17	SCI-LISBURN	2003-08-10 11:23:16.927		0
191	BAL	S18	SCI-HUNLOCK	2003-08-10 11:23:16.927		0
192	BAL	S19	SCI-MUNCY	2003-08-10 11:23:16.927		0
193	BAL	S20	SCI-QUEHANNA MOTIVATIONAL BOOT CAMP	2003-08-10 11:23:16.927		0
194	BAL	S21	SCI-GREENE	2003-08-10 11:23:16.927		0
195	BAL	S22	SCI-ALBION	2003-08-10 11:23:16.927		0
196	BAL	S23	SCI-MERCER	2003-08-10 11:23:16.927		1
197	BAL	S24	SCI-PITTSBURGH	2003-08-10 11:23:16.927		0
1759	BAL	S25	SCI-WAYNESBURG                                    	2005-03-05 14:50:58.890		1
198	BAL	SC0	SOMERSET SCI	2003-08-10 11:23:16.927		0
199	BAL	SC1	SCI-HUNTINGDON	2003-08-10 11:23:16.927		1
200	BAL	SC2	SCI RETREAT	2003-08-10 11:23:16.927		0
201	BAL	SC3	SCI CAMPHILL	2003-08-10 11:23:16.927		1
202	BAL	SC4	SCI ROCKVIEW	2003-08-10 11:23:16.927		0
203	BAL	SC5	SCI CRESSON	2003-08-10 11:23:16.927		0
204	BAL	SC6	SCI WAYMART	2003-08-10 11:23:16.927		0
205	BAL	SC7	SCI DALLAS/ SUPERINTENDANTS OFFICE	2003-08-10 11:23:16.927		0
206	BAL	SC8	SCI MAHANOY	2003-08-10 11:23:16.927		0
207	BAL	SC9	SCI SMITHFIELD	2003-08-10 11:23:16.927		1
208	BAL	SCI	SCI COAL TWP	2003-08-10 11:23:16.927		0
209	BAL	SGK	SHAWANGUNK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
210	BAL	SHA	SHAWANGUNK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
211	BAL	SIN	SING SING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		1
212	BAL	SOU	SOUTHPORT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
213	BAL	SUL	SULLIVAN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
214	BAL	TAC	TACONIC CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
215	BAL	ULS	ULSTER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
216	BAL	WAL	WALLKILL CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
217	BAL	WAS	WASHINGTON CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
218	BAL	WAT	WATERTOWN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
219	BAL	WCI	WESTERN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
220	BAL	WEN	WENDE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
221	BAL	WMD	WALSH MEDICAL C/O MOHAWK CF	2003-08-10 11:23:16.927		0
222	BAL	WOO	WOODBRIDGE CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
223	BAL	WYO	WYOMING CORRECTIONAL FACILITY	2003-08-10 11:23:16.927		0
1760	BDC	APA	APALACHEE C.I.                                    	2005-03-05 14:50:58.890		1
1761	BDC	AVO	AVON PARK C.I.                                    	2005-03-05 14:50:58.890		1
1762	BDC	BAK	BAKER C.I.                                        	2005-03-05 14:50:58.890		1
1763	BDC	BAY	BAY CORRECTIONAL INSTITUTION                      	2005-03-05 14:50:58.890		1
1764	BDC	BEL	BELLE GLADES C.I.                                 	2005-03-05 14:50:58.890		1
1765	BDC	BRE	BREVARD C.I.                                      	2005-03-05 14:50:58.890		1
1766	BDC	BRO	BROWARD C.I.                                      	2005-03-05 14:50:58.890		1
1767	BDC	CAL	CALHOUN C.I.                                      	2005-03-05 14:50:58.890		1
1768	BDC	CEN	CENTURY C.I.                                      	2005-03-05 14:50:58.890		1
1769	BDC	CFR	CENTRAL FLORIDA RECEPTION CENTER                  	2005-03-05 14:50:58.890		1
1770	BDC	CHA	CHARLOTTE C.I.                                    	2005-03-05 14:50:58.890		1
1771	BDC	COL	COLUMBIA C.I.                                     	2005-03-05 14:50:58.890		1
1772	BDC	COR	CORRECTIONS MENTAL HEALTH INSTITUION              	2005-03-05 14:50:58.890		1
1773	BDC	CRO	CROSS CITY C.I.                                   	2005-03-05 14:50:58.890		1
1774	BDC	DAD	DADE C.I.                                         	2005-03-05 14:50:58.890		1
1775	BDC	DES	DESOTO C.I.                                       	2005-03-05 14:50:58.890		1
1776	BDC	EVE	EVERGLADES CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890		1
1777	BDC	FLO	FLORIDA C.I.                                      	2005-03-05 14:50:58.890		1
1778	BDC	FRA	FRANKLIN WORK CAMP                                	2005-03-05 14:50:58.890		1
1779	BDC	FSP	FLORIDA STATE PRISON C.I.                         	2005-03-05 14:50:58.890		1
1780	BDC	GUL	GULF C.I.                                         	2005-03-05 14:50:58.890		1
1781	BDC	GWC	GAINESVILLE WORK CAMP                             	2005-03-05 14:50:58.890		1
1782	BDC	HAM	HAMILTON C.I.                                     	2005-03-05 14:50:58.890		1
1783	BDC	HAR	HARDEE C.I.                                       	2005-03-05 14:50:58.890		1
1784	BDC	HEN	HENDRY C.I.                                       	2005-03-05 14:50:58.890		1
1785	BDC	HIL	HILLISBOROUGH C.I.                                	2005-03-05 14:50:58.890		1
1786	BDC	HOL	HOLMES C.I.                                       	2005-03-05 14:50:58.890		1
1787	BDC	IND	INDIAN RIVER C.I.                                 	2005-03-05 14:50:58.890		1
1788	BDC	JAC	JACKSON C.I.                                      	2005-03-05 14:50:58.890		1
1789	BDC	JEF	JEFFERSON C.I.                                    	2005-03-05 14:50:58.890		1
1790	BDC	LAK	LAKE C.I.                                         	2005-03-05 14:50:58.890		1
1791	BDC	LAN	LANTANA C.I.                                      	2005-03-05 14:50:58.890		1
1792	BDC	LAS	LANCASTER C.I.                                    	2005-03-05 14:50:58.890		1
1793	BDC	LAW	LAWTEY C.I.                                       	2005-03-05 14:50:58.890		1
1794	BDC	LCI	LAKE CITY CORRECTIONAL INSTITUTION                	2005-03-05 14:50:58.890		1
1795	BDC	LIB	LIBERTY C.I.                                      	2005-03-05 14:50:58.890		1
1796	BDC	LOX	LOXAHATECHEE                                      	2005-03-05 14:50:58.890		1
1797	BDC	MAD	MADISON C.I.                                      	2005-03-05 14:50:58.890		1
1798	BDC	MAN	MARION C.I.                                       	2005-03-05 14:50:58.890		1
1799	BDC	MAR	MARTIN C.I.                                       	2005-03-05 14:50:58.890		1
1800	BDC	MAY	MAYO C.I.                                         	2005-03-05 14:50:58.890		1
1801	BDC	MHI	MENTAL HEALTH INSTITUTION                         	2005-03-05 14:50:58.890		1
1802	BDC	MNC	MIAMI NORTH COMMUNITY CORRECTIONAL CENTER         	2005-03-05 14:50:58.890		1
1803	BDC	MOO	MOORE HAVEN CORRECTIONAL INSTITUTION              	2005-03-05 14:50:58.890		1
1804	BDC	NEW	NEW RIVER C.I.                                    	2005-03-05 14:50:58.890		1
1805	BDC	NFR	NORTH FLORIDA RECEPTION CENTER                    	2005-03-05 14:50:58.890		1
1806	BDC	OKA	OKALOOSA C.I.                                     	2005-03-05 14:50:58.890		1
1807	BDC	OKE	OKEECHOBEE CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890		1
1808	BDC	PER	PERRY CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		1
1809	BDC	POL	POLK C.I.                                         	2005-03-05 14:50:58.890		1
1810	BDC	PUT	PUTNAM C.I.                                       	2005-03-05 14:50:58.890		1
1811	BDC	QUI	QUINCY CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		1
1812	BDC	REC	RECEPTION AND MEDICAL CENTER                      	2005-03-05 14:50:58.890		1
1813	BDC	RIV	RIVER JUNCTION C.I.                               	2005-03-05 14:50:58.890		1
1814	BDC	SAN	SANTA ROSA CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890		1
1815	BDC	SFR	SOUTH FLORIDA RECEPTION CENTER                    	2005-03-05 14:50:58.890		1
1816	BDC	SOU	SOUTH BAY CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1817	BDC	SUM	SUMTER C.I.                                       	2005-03-05 14:50:58.890		1
1818	BDC	TAY	TAYLOR CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		1
1819	BDC	TGK	CINDAY TALBOT                                     	2005-03-05 14:50:58.890		1
1820	BDC	TOM	TOMOKA C.I.                                       	2005-03-05 14:50:58.890		1
1821	BDC	UNI	UNION C.I.                                        	2005-03-05 14:50:58.890		1
1822	BDC	WAL	WALTON C.I.                                       	2005-03-05 14:50:58.890		1
1823	BDC	WAS	WASHINGTON CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890		1
1824	BDC	ZEP	ZEPHYRHILLS C.I.                                  	2005-03-05 14:50:58.890		1
1825	BLM	ACC	ABODE CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890		1
1826	BLM	ADR	ADRIAN TEMPORARY FACILITY                         	2005-03-05 14:50:58.890		1
1827	BLM	ALG	ALGOA CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890		1
1828	BLM	ALL	ALLEN CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		1
3259	BLM	APP	NORTH DAKOTA DEPARTMENT OF CORRECTIONS/APPLETON   	2005-09-18 13:02:37.717		1
1829	BLM	ARK	ARKANSAS VALLEY CORRECTIONAL FACILITY             	2005-03-05 14:50:58.890		1
1830	BLM	ARR	ARROWHEAD CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1831	BLM	BCC	BOONEVILLE CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		1
1832	BLM	BCI	BELMONT CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		1
1833	BLM	BEN	BENT COUNTY CORRECTIONAL FACILITY                 	2005-03-05 14:50:58.890		1
1834	BLM	BIS	NORTH DAKOTA STATE PENITENTIARY                   	2005-03-05 14:50:58.890		1
1835	BLM	BMC	BIG MUDDY CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
1836	BLM	BOO	BOOTCAMP                                          	2005-03-05 14:50:58.890		1
1837	BLM	BRF	BLACK RIVERS FALL CORRECTIONAL INSTITUTION        	2005-03-05 14:50:58.890		1
1838	BLM	BRO	BROOKS REGIONAL FACILITY                          	2005-03-05 14:50:58.890		1
1839	BLM	BTC	BRANCHVILLE TRAINING CENTER                       	2005-03-05 14:50:58.890		1
1840	BLM	BUE	BUENA VISTA CORRECTIONAL FACILITY                 	2005-03-05 14:50:58.890		1
1841	BLM	CAR	CARSON CITY CORRECTIONAL FACILITY                 	2005-03-05 14:50:58.890		1
1842	BLM	CCC	CROSSROADS CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		1
1843	BLM	CCM	MOBERLY CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		1
1844	BLM	CEF	CHARLES EGELER CORRECTIONAL FACILITY              	2005-03-05 14:50:58.890		1
1845	BLM	CEN	CENTRALIA CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
1846	BLM	CHI	CHILLICOTHE  CORRECTIONAL INSTITUTE               	2005-03-05 14:50:58.890		1
1847	BLM	CIC	CORRECTIONAL INDUSTRIAL COMPLEX                   	2005-03-05 14:50:58.890		1
1848	BLM	CLA	CLARINDA CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890		1
1849	BLM	CMC	CORRECTIONS MEDICAL CENTER                        	2005-03-05 14:50:58.890		1
1850	BLM	COL	COLUMBIA CORRECTIONAL INSTITUTION                 	2005-03-05 14:50:58.890		1
1851	BLM	COR	CORRECTIONAL RECEPTION CENTER                     	2005-03-05 14:50:58.890		1
1852	BLM	CPO	CAMP OJIBWAY                                      	2005-03-05 14:50:58.890		1
1853	BLM	CRO	ST. CROIX CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
1854	BLM	CSP	COLORADO STATE PENITENTIARY                       	2005-03-05 14:50:58.890		1
1855	BLM	CTC	CHIPPEWA TEMPOARY CORRECTIONAL FACILITY           	2005-03-05 14:50:58.890		1
1856	BLM	DAN	DANVILLE CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		1
1857	BLM	DCI	DAYTON CORRECTIONAL INSTITUTE                     	2005-03-05 14:50:58.890		1
1858	BLM	DCS	DEPARTMENT OF CORRECTIONAL SERVICES               	2005-03-05 14:50:58.890		1
1859	BLM	DEL	DELTA CORRECTIONAL FACILITY                       	2005-03-05 14:50:58.890		1
1860	BLM	DEN	DENVER RECEPTION & DIAGNOSTIC CENTER              	2005-03-05 14:50:58.890		1
1861	BLM	DIS	DIVISION OF INTENSIVE SANCTIONS                   	2005-03-05 14:50:58.890		1
1862	BLM	DIX	DIXON CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890		1
1863	BLM	DOD	DODGE CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		1
1864	BLM	DUN	DUNES CORRECTIONAL FACILITY                       	2005-03-05 14:50:58.890		1
1865	BLM	DWI	DWIGHT CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		1
1866	BLM	EAS	EAST MOLINE CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		1
1867	BLM	ECF	ELLSWORTH CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1868	BLM	EGC	EGELER CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
1869	BLM	ELD	EL DORADO CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1870	BLM	EMC	EASTERN MISSOURI CORRECTIONAL CTR.                	2005-03-05 14:50:58.890		1
3265	BLM	END	DAKOTA WOMEN'S CORRECTIONAL FACILITY              	2006-08-20 13:10:13.340		1
1871	BLM	ENG	ENGLER CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
1872	BLM	ENW	FEDERAL CORRECTIONAL INSTITUTE                    	2005-03-05 14:50:58.890		1
1873	BLM	FC 	FEDERAL CORRECTIONAL                              	2005-03-05 14:50:58.890		1
1874	BLM	FCC	FARMINGTON CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		1
1875	BLM	FCI	FOX LAKE CORRECTIONAL INSTITUTION                 	2005-03-05 14:50:58.890		1
1876	BLM	FOU	FOUR MILE CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890		1
1877	BLM	FRD	FULTON RECEPTION AND DIAGNOSTIC CENTER            	2005-03-05 14:50:58.890		1
1878	BLM	FRE	FREMONT CORRECTIONAL FACILITY                     	2005-03-05 14:50:58.890		1
1879	BLM	FTH	FEDERAL CORRECTIONAL - TERRE HAUTE                	2005-03-05 14:50:58.890		1
1880	BLM	GCC	GALESBURG CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		1
1881	BLM	GFT	GRAFTON CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		1
1882	BLM	GRA	GRAHAM CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		1
1883	BLM	GRE	GREEN BAY CORRECTIONAL INSTITUTION                	2005-03-05 14:50:58.890		1
1884	BLM	GUN	CENTRAL UTAH CORRECTIONAL FACILITY                	2005-03-05 14:50:58.890		1
1885	BLM	GUS	GUS HARRISON FACILITY                             	2005-03-05 14:50:58.890		1
1886	BLM	HAS	HASTINGS CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		1
1887	BLM	HCC	HILL CORRECTIONAL CENTER                          	2005-03-05 14:50:58.890		1
1888	BLM	HCF	HUTCHINSON CORRECTIONAL FACILITY                  	2005-03-05 14:50:58.890		1
1889	BLM	HCK	HOCKING CORRECTIONAL FACILITY                     	2005-03-05 14:50:58.890		1
1890	BLM	HCW	HUTCHINSON CORRECTIONAL WORK FACILITY             	2005-03-05 14:50:58.890		1
1891	BLM	HIA	HIAWATHA TEMPORARY FACILITY                       	2005-03-05 14:50:58.890		1
1892	BLM	HUE	HUERFANO CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890		1
1893	BLM	ICD	IOWA DEPARTMENT OF CORRECTIONS                    	2005-03-05 14:50:58.890		1
1894	BLM	ICW	IOWA CORRECTIONAL INSTITUTE FOR WOMEN             	2005-03-05 14:50:58.890		1
1895	BLM	IDC	IOWA DEPARTMENT OF CORRECTIONS-WORK RELEASE CENTER	2005-03-05 14:50:58.890		1
1896	BLM	IMA	IOWA MEDICAL AND CLASSIFICATION CENTER            	2005-03-05 14:50:58.890		1
1897	BLM	IMR	IOWA MEN'S REFORMATORY                            	2005-03-05 14:50:58.890		1
1898	BLM	IND	INDIANA STATE PRISON                              	2005-03-05 14:50:58.890		1
1899	BLM	ION	IONIA CORRECTIONAL FACILITY                       	2005-03-05 14:50:58.890		1
1900	BLM	IRC	ILLINOIS RIVER CORRECTIONAL INSTITUTION           	2005-03-05 14:50:58.890		1
1901	BLM	ISF	INDIANA STATE FARM                                	2005-03-05 14:50:58.890		1
1902	BLM	ISP	INDIANA STATE PRISON                              	2005-03-05 14:50:58.890		1
1903	BLM	ISR	INDIANA STATE REFORMATORY                         	2005-03-05 14:50:58.890		1
1904	BLM	IWP	INDIANA WOMEN'S PRISON                            	2005-03-05 14:50:58.890		1
1905	BLM	IYC	INDIANA YOUTH CENTER                              	2005-03-05 14:50:58.890		1
1906	BLM	JAC	JACKSON STATE PRISON - CENTRAL                    	2005-03-05 14:50:58.890		1
1907	BLM	JAK	JACKSONVILLE CORRECTIONAL CENTER                  	2005-03-05 14:50:58.890		1
1908	BLM	JBC	C/O JOHN BENNET CORRECTIONAL FACILITY             	2005-03-05 14:50:58.890		1
1909	BLM	JCC	JEFFERSON CITY CORRECTIONAL CENTER                	2005-03-05 14:50:58.890		1
1910	BLM	JCF	JACKSON COTTON FACILITY                           	2005-03-05 14:50:58.890		1
1911	BLM	JCI	JACKSON CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		1
3266	BLM	JMT	JAMESTOWN CORRECTIONAL FACILITY                   	2006-10-01 13:12:46.937		1
1912	BLM	JOL	JOLIET CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		1
1913	BLM	KCC	KENOSHA CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		1
1914	BLM	KCF	KINROSS CORRECTIONAL FACILITY                     	2005-03-05 14:50:58.890		1
1915	BLM	KEN	KENT COUNTY CORRECTIONAL FACILITY                 	2005-03-05 14:50:58.890		1
1916	BLM	KIT	KIT CARSON CORRECTIONAL FACILITY                  	2005-03-05 14:50:58.890		1
1917	BLM	KMC	KETTLE MORAINE CORRECTIONAL INSTITUTION           	2005-03-05 14:50:58.890		1
1918	BLM	KSC	KANSAS STATE CORRECTION INSTITUTION               	2005-03-05 14:50:58.890		1
1919	BLM	KSI	KANSAS STATE INDUSTRIAL REFORMATORY               	2005-03-05 14:50:58.890		1
1920	BLM	LCC	LINCOLN CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		1
1921	BLM	LCF	LANSING CORRECTIONAL FACILITY                     	2005-03-05 14:50:58.890		1
1922	BLM	LCI	LORAIN CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		1
1923	BLM	LEB	LEBANON CORRECTIONAL INSTITUTE                    	2005-03-05 14:50:58.890		1
1924	BLM	LEV	UNITED STATES PENITENTIARY LEAVENWORTH            	2005-03-05 14:50:58.890		1
1925	BLM	LEX	FEDERAL CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		1
1926	BLM	LIM	LIMA CORRECTIONAL INSTITUTE                       	2005-03-05 14:50:58.890		1
1927	BLM	LIN	LINCOLN CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		1
1928	BLM	LKC	LAKESIDE CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		1
1929	BLM	LLC	LAKELAND CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890		1
1930	BLM	LOG	LOGAN CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890		1
1931	BLM	LON	LONDON CORRECTIONAL INSTITUTE                     	2005-03-05 14:50:58.890		1
1932	BLM	MAD	MADISON CORRECTIONAL INSTITUTE                    	2005-03-05 14:50:58.890		1
1933	BLM	MAQ	MARQUETTE BRANCH PRISON                           	2005-03-05 14:50:58.890		1
1934	BLM	MAR	MARION CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		1
1935	BLM	MCB	MACOMB REGIONAL FACILITY                          	2005-03-05 14:50:58.890		1
1936	BLM	MCC	MOBERLY CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		1
1937	BLM	MCF	MINNESOTA CORRECTIONAL FACILITY - STILLWATER      	2005-03-05 14:50:58.890		1
1938	BLM	MCS	ST. PETER REGIONAL TREATMENT CENTER               	2005-03-05 14:50:58.890		1
1939	BLM	MDC	METROPOLITAN DETENTION CENTER                     	2005-03-05 14:50:58.890		1
1940	BLM	MEC	MISSOURI EASTERN CORRECTIONAL CENTER              	2005-03-05 14:50:58.890		1
1941	BLM	MEN	MENARD                                            	2005-03-05 14:50:58.890		1
1942	BLM	MFF	MINNESOTA CORRECTIONAL FACILITY - FARIBAULT       	2005-03-05 14:50:58.890		1
1943	BLM	MLL	MINNESOTA CORRECTIONAL FACILITY-LINO LAKES        	2005-03-05 14:50:58.890		1
1944	BLM	MML	MINNESOTA CORRECTIONAL FACILITY - MOOSE LAKE      	2005-03-05 14:50:58.890		1
1945	BLM	MNS	MANSFIELD CORRECTIONAL INSTITUTION                	2005-03-05 14:50:58.890		1
1946	BLM	MON	MONTGOMERY EDUCATION AND PRE-RELEASE CENTER       	2005-03-05 14:50:58.890		1
1947	BLM	MOU	MOUND REGIONAL FACILITY                           	2005-03-05 14:50:58.890		1
1948	BLM	MPI	MOUNT PLEASANT CORRECTIONAL FACILITY              	2005-03-05 14:50:58.890		1
1949	BLM	MRD	MENARD PSYCH CENTER                               	2005-03-05 14:50:58.890		1
1950	BLM	MRF	MOUND REGIONAL FACILITY                           	2005-03-05 14:50:58.890		1
1951	BLM	MSA	MINNESOTA CORRECTIONAL FACILITY - ST. CLOUD       	2005-03-05 14:50:58.890		1
1952	BLM	MSP	STATE PRISON OF SOUTHERN MICHIGAN                 	2005-03-05 14:50:58.890		1
1953	BLM	MTA	MINNESOTA CORRECTIONAL FACILITY - SHAKOPEE        	2005-03-05 14:50:58.890		1
